timestamp,cpu_percent
0,1.95000000000000000000
2,3.80000000000000000000
4,3.85000000000000000000
6,4.10000000000000000000
8,4.35000000000000000000
10,7.30000000000000000000
12,13.85000000000000000000
14,14.70000000000000000000
16,14.40000000000000000000
18,13.50000000000000000000
20,15.20000000000000000000
22,27.30000000000000000000
24,28.40000000000000000000
26,29.00000000000000000000
28,28.55000000000000000000
30,28.80000000000000000000
32,38.20000000000000000000
34,50.10000000000000000000
36,51.80000000000000000000
38,51.75000000000000000000
40,51.00000000000000000000
42,44.42800000000000000000
44,62.00000000000000000000
46,60.10000000000000000000
48,61.20000000000000000000
50,61.00000000000000000000
52,51.35000000000000000000
54,62.85000000000000000000
56,65.35000000000000000000
58,65.60000000000000000000
60,62.05000000000000000000
62,64.00000000000000000000
64,60.45000000000000000000
66,67.35000000000000000000
68,70.25000000000000000000
70,72.15000000000000000000
72,69.25000000000000000000
74,60.40000000000000000000
76,68.65000000000000000000
78,70.25000000000000000000
80,71.70000000000000000000
82,69.15000000000000000000
84,62.40000000000000000000
86,69.35000000000000000000
88,73.45000000000000000000
90,68.55000000000000000000
92,71.55000000000000000000
94,61.30000000000000000000
96,69.75000000000000000000
98,72.35000000000000000000
100,70.20000000000000000000
102,71.25000000000000000000
104,64.90000000000000000000
106,67.40000000000000000000
108,64.40000000000000000000
110,71.40000000000000000000
112,60.30000000000000000000
114,69.85000000000000000000
116,61.09500000000000000000
118,70.20000000000000000000
120,68.30000000000000000000
122,60.35000000000000000000
124,50.95000000000000000000
126,57.60000000000000000000
128,63.95000000000000000000
130,61.30000000000000000000
132,73.30000000000000000000
134,71.60000000000000000000
136,55.80000000000000000000
138,49.15000000000000000000
140,57.20000000000000000000
142,60.80000000000000000000
144,62.35000000000000000000
146,56.25000000000000000000
148,66.30000000000000000000
150,64.95000000000000000000
152,72.80000000000000000000
154,72.90000000000000000000
156,49.50000000000000000000
158,51.95000000000000000000
160,62.05000000000000000000
162,64.90000000000000000000
164,62.95000000000000000000
166,66.45000000000000000000
168,44.75000000000000000000
170,56.11900000000000000000
172,61.25000000000000000000
174,57.70000000000000000000
176,54.75000000000000000000
178,51.60000000000000000000
180,52.05000000000000000000
182,69.65000000000000000000
184,62.20000000000000000000
186,59.45300000000000000000
188,57.15000000000000000000
190,51.90000000000000000000
192,67.10000000000000000000
194,72.30000000000000000000
196,64.17900000000000000000
198,53.50000000000000000000
200,46.90000000000000000000
202,63.60000000000000000000
204,76.75000000000000000000
206,62.85000000000000000000
208,55.15000000000000000000
210,48.30000000000000000000
212,68.65000000000000000000
214,68.75000000000000000000
216,72.80000000000000000000
218,60.25000000000000000000
220,40.45000000000000000000
222,63.20000000000000000000
224,63.08500000000000000000
226,58.50000000000000000000
228,61.80000000000000000000
230,47.25000000000000000000
232,47.55000000000000000000
234,69.55000000000000000000
236,72.65000000000000000000
238,62.95000000000000000000
240,55.05000000000000000000
242,50.20000000000000000000
244,42.55000000000000000000
246,62.90000000000000000000
248,75.32300000000000000000
250,76.00000000000000000000
252,55.75000000000000000000
254,51.20000000000000000000
256,71.95000000000000000000
258,74.55000000000000000000
260,73.50000000000000000000
262,55.80000000000000000000
264,46.70000000000000000000
266,50.30000000000000000000
268,73.85000000000000000000
270,75.85000000000000000000
272,58.00000000000000000000
274,47.90000000000000000000
276,54.40000000000000000000
278,74.00000000000000000000
280,73.93000000000000000000
282,61.80000000000000000000
284,44.25000000000000000000
286,51.10000000000000000000
288,59.30000000000000000000
290,71.90000000000000000000
292,77.40000000000000000000
294,50.75000000000000000000
296,45.60000000000000000000
298,56.60000000000000000000
300,71.00000000000000000000
302,48.85000000000000000000
304,73.85000000000000000000
306,46.31800000000000000000
308,45.55000000000000000000
310,68.25000000000000000000
312,78.10000000000000000000
314,74.15000000000000000000
316,75.85000000000000000000
318,40.60000000000000000000
320,41.90000000000000000000
322,68.80000000000000000000
324,75.65000000000000000000
326,72.90000000000000000000
328,42.00000000000000000000
330,60.70000000000000000000
332,78.45000000000000000000
334,72.73600000000000000000
336,45.85000000000000000000
338,52.00000000000000000000
340,46.35000000000000000000
342,50.25000000000000000000
344,37.35000000000000000000
346,73.70000000000000000000
348,79.30000000000000000000
350,45.75000000000000000000
352,46.90000000000000000000
354,66.75000000000000000000
356,73.70000000000000000000
358,75.30000000000000000000
360,50.15000000000000000000
362,57.80000000000000000000
364,63.85000000000000000000
366,52.70000000000000000000
368,66.20000000000000000000
370,68.60000000000000000000
372,49.40000000000000000000
374,50.20000000000000000000
376,76.95000000000000000000
378,77.25000000000000000000
380,70.65000000000000000000
382,41.30000000000000000000
384,60.10000000000000000000
386,66.15000000000000000000
388,61.05000000000000000000
390,77.60000000000000000000
392,67.05000000000000000000
394,50.50000000000000000000
396,59.40000000000000000000
398,76.05000000000000000000
400,75.85000000000000000000
402,78.65000000000000000000
404,34.85000000000000000000
406,54.00000000000000000000
408,69.05000000000000000000
410,76.10000000000000000000
412,76.90000000000000000000
414,59.90000000000000000000
416,56.55000000000000000000
418,51.35000000000000000000
420,57.55000000000000000000
422,77.40000000000000000000
424,72.45000000000000000000
426,34.95000000000000000000
428,45.55000000000000000000
430,68.15000000000000000000
432,71.59200000000000000000
434,75.55000000000000000000
436,39.40000000000000000000
438,74.00000000000000000000
440,64.65000000000000000000
442,73.68200000000000000000
444,75.50000000000000000000
